-6.000000 -0.324324
-5.990000 -0.324836
-5.980000 -0.325350
-5.969999 -0.325865
-5.959999 -0.326382
-5.949999 -0.326901
-5.939999 -0.327421
-5.929998 -0.327942
-5.919998 -0.328466
-5.909998 -0.328991
-5.899998 -0.329517
-5.889997 -0.330045
-5.879997 -0.330575
-5.869997 -0.331106
-5.859997 -0.331639
-5.849997 -0.332174
-5.839996 -0.332711
-5.829996 -0.333249
-5.819996 -0.333789
-5.809996 -0.334330
-5.799995 -0.334873
-5.789995 -0.335418
-5.779995 -0.335965
-5.769995 -0.336513
-5.759995 -0.337063
-5.749994 -0.337615
-5.739994 -0.338169
-5.729994 -0.338724
-5.719994 -0.339281
-5.709993 -0.339840
-5.699993 -0.340401
-5.689993 -0.340963
-5.679993 -0.341527
-5.669992 -0.342093
-5.659992 -0.342661
-5.649992 -0.343231
-5.639992 -0.343802
-5.629992 -0.344376
-5.619991 -0.344951
-5.609991 -0.345528
-5.599991 -0.346107
-5.589991 -0.346688
-5.579990 -0.347270
-5.569990 -0.347855
-5.559990 -0.348441
-5.549990 -0.349030
-5.539989 -0.349620
-5.529989 -0.350212
-5.519989 -0.350807
-5.509989 -0.351403
-5.499989 -0.352001
-5.489988 -0.352601
-5.479988 -0.353203
-5.469988 -0.353807
-5.459988 -0.354413
-5.449987 -0.355021
-5.439987 -0.355631
-5.429987 -0.356243
-5.419987 -0.356857
-5.409986 -0.357473
-5.399986 -0.358091
-5.389986 -0.358711
-5.379986 -0.359334
-5.369986 -0.359958
-5.359985 -0.360584
-5.349985 -0.361213
-5.339985 -0.361843
-5.329985 -0.362476
-5.319984 -0.363111
-5.309984 -0.363748
-5.299984 -0.364387
-5.289984 -0.365029
-5.279984 -0.365672
-5.269983 -0.366318
-5.259983 -0.366966
-5.249983 -0.367616
-5.239983 -0.368268
-5.229982 -0.368923
-5.219982 -0.369580
-5.209982 -0.370239
-5.199982 -0.370900
-5.189981 -0.371563
-5.179981 -0.372229
-5.169981 -0.372897
-5.159981 -0.373568
-5.149981 -0.374241
-5.139980 -0.374916
-5.129980 -0.375593
-5.119980 -0.376273
-5.109980 -0.376955
-5.099979 -0.377639
-5.089979 -0.378326
-5.079979 -0.379015
-5.069979 -0.379707
-5.059978 -0.380401
-5.049978 -0.381098
-5.039978 -0.381797
-5.029978 -0.382498
-5.019978 -0.383202
-5.009977 -0.383908
-4.999977 -0.384617
-4.989977 -0.385328
-4.979977 -0.386042
-4.969976 -0.386759
-4.959976 -0.387477
-4.949976 -0.388199
-4.939976 -0.388923
-4.929976 -0.389650
-4.919975 -0.390379
-4.909975 -0.391111
-4.899975 -0.391845
-4.889975 -0.392582
-4.879974 -0.393322
-4.869974 -0.394064
-4.859974 -0.394809
-4.849974 -0.395557
-4.839973 -0.396307
-4.829973 -0.397061
-4.819973 -0.397817
-4.809973 -0.398575
-4.799973 -0.399337
-4.789972 -0.400101
-4.779972 -0.400868
-4.769972 -0.401637
-4.759972 -0.402410
-4.749971 -0.403185
-4.739971 -0.403963
-4.729971 -0.404745
-4.719971 -0.405528
-4.709970 -0.406315
-4.699970 -0.407105
-4.689970 -0.407898
-4.679970 -0.408693
-4.669970 -0.409492
-4.659969 -0.410293
-4.649969 -0.411098
-4.639969 -0.411905
-4.629969 -0.412716
-4.619968 -0.413529
-4.609968 -0.414346
-4.599968 -0.415165
-4.589968 -0.415988
-4.579967 -0.416813
-4.569967 -0.417642
-4.559967 -0.418474
-4.549967 -0.419309
-4.539967 -0.420148
-4.529966 -0.420989
-4.519966 -0.421834
-4.509966 -0.422681
-4.499966 -0.423532
-4.489965 -0.424387
-4.479965 -0.425244
-4.469965 -0.426105
-4.459965 -0.426969
-4.449965 -0.427836
-4.439964 -0.428707
-4.429964 -0.429581
-4.419964 -0.430458
-4.409964 -0.431339
-4.399963 -0.432223
-4.389963 -0.433111
-4.379963 -0.434002
-4.369963 -0.434896
-4.359962 -0.435794
-4.349962 -0.436696
-4.339962 -0.437600
-4.329962 -0.438509
-4.319962 -0.439421
-4.309961 -0.440336
-4.299961 -0.441256
-4.289961 -0.442178
-4.279961 -0.443105
-4.269960 -0.444034
-4.259960 -0.444968
-4.249960 -0.445905
-4.239960 -0.446846
-4.229959 -0.447791
-4.219959 -0.448740
-4.209959 -0.449692
-4.199959 -0.450648
-4.189959 -0.451607
-4.179958 -0.452571
-4.169958 -0.453539
-4.159958 -0.454510
-4.149958 -0.455485
-4.139957 -0.456464
-4.129957 -0.457447
-4.119957 -0.458434
-4.109957 -0.459425
-4.099957 -0.460420
