0.249908 0.250190
0.200671 0.201635
0.155268 0.155564
0.114596 0.114340
0.080489 0.080225
0.053574 0.053680
0.033871 0.034088
0.020098 0.020015
0.011026 0.011159
0.005787 0.005775
0.002902 0.002803
0.001264 0.001218
0.000545 0.000477
0.000177 0.000160
0.000046 0.000060
0.000019 0.000019
0.000005 0.000003
0.000000 0.000003
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
